Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall_Bin,Yield_log,Pesticide_log,Fertilizer_log
moong(green gram),2016,Kharif     ,Himachal Pradesh,71.0,25,1373.9,10880.75,24.85,0.282857143,High,0.2490897333701535,3.2523106009544382,9.294842353063904
moth,2016,Kharif     ,Himachal Pradesh,15.0,4,1373.9,2298.75,5.25,0.176666667,High,0.16268558256038185,1.8325814637483102,7.740555700357267
other kharif pulses,2016,Kharif     ,Himachal Pradesh,1727.0,495,1373.9,264662.75,604.45,0.35,High,0.3001045924503381,6.405971983200375,12.486215431349308
peas & beans (pulses),2016,Kharif     ,Himachal Pradesh,612.0,914,1373.9,93789.0,214.2,1.316666667,High,0.840129371052476,5.371567828287629,11.448813519502984
peas & beans (pulses),2016,Rabi       ,Himachal Pradesh,7156.0,10189,1373.9,1096657.0,2504.6,1.144545455,High,0.7629276208331673,7.826283505796484,13.907777931306656
potato,2016,Kharif     ,Himachal Pradesh,6448.0,64460,1373.9,988156.0,2256.8,11.604,High,2.5340142238950283,7.7221461668274465,13.803596870988235
potato,2016,Rabi       ,Himachal Pradesh,3407.0,23691,1373.9,522122.75,1192.45,4.691,High,1.7388859796209868,7.0846035513110435,13.165659907733886
ragi,2016,Kharif     ,Himachal Pradesh,1867.0,1958,1373.9,286117.75,653.45,0.852857143,High,0.6167288493501403,6.483795188237728,12.564162213416468
rapeseed &mustard,2016,Rabi       ,Himachal Pradesh,7129.0,1692,1373.9,1092519.25,2495.15,0.3,High,0.262364264467491,7.822504823837463,13.90399774124921
rice,2016,Kharif     ,Himachal Pradesh,70855.0,103557,1373.9,10858528.75,24799.25,1.559090909,High,0.9396520817518049,10.118609012747426,16.200461481168794
sannhamp,2016,Kharif     ,Himachal Pradesh,5.0,1,1373.9,766.25,1.75,0.125,High,0.11778303565638346,1.0116009116784799,6.642812693499845
sesamum,2016,Kharif     ,Himachal Pradesh,2715.0,861,1373.9,416073.75,950.25,0.322222222,High,0.2793138226131971,6.857776909175896,12.938620210601535
small millets,2016,Kharif     ,Himachal Pradesh,5045.0,3656,1373.9,773146.25,1765.75,0.74,High,0.5538851132264376,7.476896979570964,13.558224801019543
soyabean,2016,Kharif     ,Himachal Pradesh,512.0,915,1373.9,78464.0,179.2,1.522857143,High,0.9253920461771258,5.194067345174237,11.27040794447282
sugarcane,2016,Whole Year ,Himachal Pradesh,1953.0,47999,1373.9,299297.25,683.55,17.29142857,High,2.9064325659682484,6.528761688079765,12.609195846847419
turmeric,2016,Kharif     ,Himachal Pradesh,136.0,81,1373.9,20842.0,47.6,0.59875,High,0.46922207391091536,3.883623530906448,9.94477343944167
urad,2016,Kharif     ,Himachal Pradesh,9124.0,3682,1373.9,1398253.0,3193.4,0.528181818,High,0.4240786745031769,8.069154555749012,14.150734873398498
wheat,2016,Rabi       ,Himachal Pradesh,325910.0,331303,1373.9,49945707.5,114068.5,1.0275,High,0.706803507007431,11.644563190738909,17.72644714345194
arhar/tur,2016,Kharif     ,Madhya Pradesh,692000.0,871000,1048.4,106049000.0,242200.0,1.214324324,Medium,0.7949473113630323,12.397523238911763,18.47941181884573
bajra,2016,Kharif     ,Madhya Pradesh,279000.0,776000,1048.4,42756750.0,97650.0,2.052222222,Medium,1.1158699226981565,11.489155176907792,17.571037659007942
banana,2016,Whole Year ,Madhya Pradesh,26969.8,1873689,1048.4,4133121.85,9439.43,44.61416667,Medium,3.820218340859324,9.152756808949595,15.23454381722342
barley,2016,Kharif     ,Madhya Pradesh,116100.0,384790,1048.4,17792325.0,40635.0,3.232105263,Medium,1.4426995673563083,10.612409652211436,16.694277798706313
coriander,2016,Whole Year ,Madhya Pradesh,275762.83,387428,1048.4,42260653.7,96516.9905,1.590612245,Medium,0.9518942358070861,11.477484700002968,17.55936706222338
cotton(lint),2016,Kharif     ,Madhya Pradesh,600000.0,947000,1048.4,91950000.0,210000.0,1.417,Medium,0.882527101721346,12.25486757159303,18.33675551989008
dry chillies,2016,Whole Year ,Madhya Pradesh,98537.8,303625,1048.4,15100917.85,34488.23,3.738372093,Medium,1.5556936364225018,10.44840238036999,16.530266150927183
garlic,2016,Whole Year ,Madhya Pradesh,156880.15,1716856,1048.4,24041882.99,54908.0525,11.132,Medium,2.4958465898263347,10.913433504615025,16.99530803352898
ginger,2016,Whole Year ,Madhya Pradesh,23153.07,372640,1048.4,3548207.978,8103.5745,16.16854167,Medium,2.843078736532275,9.000183934333942,15.081953520902536
gram,2016,Rabi       ,Madhya Pradesh,3223000.0,4546000,1048.4,493924750.0,1128050.0,1.435098039,Medium,0.8899870181470415,13.936001922784033,20.017893737638495
groundnut,2016,Kharif     ,Madhya Pradesh,254000.0,377000,1048.4,38925500.0,88900.0,1.393157895,Medium,0.8726137887804414,11.395278670032656,17.477160146507096
horse-gram,2016,Kharif     ,Madhya Pradesh,13000.0,6420,1048.4,1992250.0,4550.0,0.484,Medium,0.3947411447451887,8.423102268016642,14.504775713204905
jowar,2016,Kharif     ,Madhya Pradesh,221000.0,438000,1048.4,33868250.0,77350.0,1.761666667,Medium,1.0158343623311166,11.256108784165866,17.33798858484239
jute,2016,Kharif     ,Madhya Pradesh,6000.0,6000,1048.4,919500.0,2100.0,1.0,Medium,0.6931471805599453,7.650168700845001,13.731586410573502
linseed,2016,Rabi       ,Madhya Pradesh,119000.0,58000,1048.4,18236750.0,41650.0,0.558823529,Medium,0.44393138867180953,10.637080656910605,16.718949401744318
maize,2016,Kharif     ,Madhya Pradesh,1264000.0,4300000,1048.4,193708000.0,442400.0,2.479130435,Medium,1.2467823875624238,12.999971989585537,19.08186243366767
masoor,2016,Rabi       ,Madhya Pradesh,575000.0,651000,1048.4,88118750.0,201250.0,1.0490625,Medium,0.7173823714758015,12.212308164212564,18.294195905944132
mesta,2016,Kharif     ,Madhya Pradesh,2000.0,1439,1048.4,306500.0,700.0,0.65125,Medium,0.501532576854398,6.55250788703459,12.632976296995821
moong(green gram),2016,Kharif     ,Madhya Pradesh,224000.0,131000,1048.4,34328000.0,78400.0,0.576956522,Medium,0.4554967375310873,11.269591961359195,17.351471934784236
niger seed,2016,Kharif     ,Madhya Pradesh,73000.0,26591,1048.4,11187250.0,25550.0,0.364545455,Medium,0.3108213731801113,10.14843173380919,16.230285384334316
onion,2016,Whole Year ,Madhya Pradesh,150839.21,3821047,1048.4,23116108.93,52793.7235,23.96137255,Medium,3.2173295319733075,10.874166530988525,16.956040331989048
other  rabi pulses,2016,Rabi       ,Madhya Pradesh,29000.0,25700,1048.4,4444250.0,10150.0,0.874444444,Medium,0.6283123189845503,9.225327501784431,15.30712190879475
other cereals,2016,Kharif     ,Madhya Pradesh,52000.0,41700,1048.4,7969000.0,18200.0,0.795625,Medium,0.5853531507514169,9.809231816610408,15.891069697866136
other cereals,2016,Rabi       ,Madhya Pradesh,4200.0,3980,1048.4,643650.0,1470.0,0.724615385,Medium,0.5450040604054923,7.293697720601438,13.374911932725974
other kharif pulses,2016,Kharif     ,Madhya Pradesh,2000.0,2000,1048.4,306500.0,700.0,1.0,Medium,0.6931471805599453,6.55250788703459,12.632976296995821
peas & beans (pulses),2016,Rabi       ,Madhya Pradesh,507000.0,522000,1048.4,77697750.0,177450.0,0.9696,Medium,0.677830476448052,12.086449793449015,18.168336870260028
potato,2016,Whole Year ,Madhya Pradesh,159997.16,3460981,1048.4,24519564.77,55999.006,21.3086,Medium,3.104972254346354,10.933107076860137,17.01498195965851
rapeseed &mustard,2016,Rabi       ,Madhya Pradesh,711000.0,920987,1048.4,108960750.0,248850.0,1.045294118,Medium,0.7155416021361165,12.424609602763658,18.506498292779316
rice,2016,Kharif     ,Madhya Pradesh,2260000.0,5400540,1048.4,346345000.0,791000.0,2.040294118,Medium,1.1119542600803198,13.581054510971494,19.662945948952085
safflower,2016,Rabi       ,Madhya Pradesh,29480.0,14770,1048.4,4517810.0,10318.0,0.666666667,Medium,0.5108256239659907,9.241742135115715,15.323538142465752
sesamum,2016,Whole Year ,Madhya Pradesh,382000.0,166420,1048.4,58541500.0,133700.0,0.497307692,Medium,0.4036686233953853,11.803361242493628,17.88524647948693
small millets,2016,Kharif     ,Madhya Pradesh,132000.0,131620,1048.4,20229000.0,46200.0,1.1425,Medium,0.7619733714897978,10.740756721857226,16.82262782581881
soyabean,2016,Kharif     ,Madhya Pradesh,5402000.0,6650000,1048.4,827856500.0,1890700.0,1.172222222,Medium,0.7757507089928536,14.452458217740519,20.53435038935896
sugarcane,2016,Whole Year ,Madhya Pradesh,91930.0,4726000,1048.4,14088272.5,32175.5,30.362,Medium,3.44559696895884,10.378991651424267,16.46085334265514
sunflower,2016,Rabi       ,Madhya Pradesh,1520.0,1520,1048.4,232940.0,532.0,1.0,Medium,0.6931471805599453,6.278521424165844,12.358540481598403
sweet potato,2016,Whole Year ,Madhya Pradesh,4432.2,63449,1048.4,679234.65,1551.27,17.19387097,Medium,2.9010847774762945,7.347473654684465,13.428723400823253
turmeric,2016,Whole Year ,Madhya Pradesh,12876.75,229581,1048.4,1973361.938,4506.8625,19.30891304,Medium,3.011059855696318,8.413578373363524,14.49524972044441
urad,2016,Kharif     ,Madhya Pradesh,1168000.0,1064000,1048.4,178996000.0,408800.0,0.914318182,Medium,0.6493615185039892,12.920983764052593,19.002874022773348
wheat,2016,Rabi       ,Madhya Pradesh,6423000.0,21916000,1048.4,984324750.0,2248050.0,3.294509804,Medium,1.4573374171415505,14.625574176571117,20.707466432072174
arhar/tur,2016,Kharif     ,Maharashtra,1435643.0,2089252,1151.1,220012289.8,502475.05,1.184411765,Medium,0.7813465771996875,13.127303256087972,19.209193970028846
bajra,2016,Kharif     ,Maharashtra,837081.0,799743,1151.1,128282663.3,292978.35,0.649090909,Medium,0.5002241718334932,12.587857407699827,18.669746701984213
castor seed,2016,Kharif     ,Maharashtra,7049.0,2074,1151.1,1080259.25,2467.15,0.379473684,Medium,0.321702038016261,7.811224161136233,13.892712542293483
cotton(lint),2016,Kharif     ,Maharashtra,4212480.0,10754986,1151.1,645562560.0,1474368.0,2.6268,Medium,1.2883507167897639,14.203740659614812,20.28563268222236
gram,2016,Rabi       ,Maharashtra,1929130.0,1940925,1151.1,295639172.5,675195.5,0.9825,Medium,0.684358674526866,13.42275903860116,19.50465026024723
groundnut,2016,Kharif     ,Maharashtra,235080.0,286827,1151.1,36026010.0,82278.0,0.95625,Medium,0.6710293753063263,11.317871190071259,17.39975176330063
groundnut,2016,Summer     ,Maharashtra,120010.0,133475,1151.1,18391532.5,42003.5,1.325,Medium,0.8437200390393196,10.645532034383262,16.727400980814654
jowar,2016,Kharif     ,Maharashtra,603420.0,575376,1151.1,92474115.0,211197.0,0.926153846,Medium,0.6555251886904887,12.260551361072435,18.34243933629674
jowar,2016,Rabi       ,Maharashtra,3012030.0,1963350,1151.1,461593597.5,1054210.5,0.906153846,Medium,0.6450875186587495,13.868303652089713,19.95019540499441
linseed,2016,Rabi       ,Maharashtra,14203.0,3354,1151.1,2176609.75,4971.05,0.339333333,Medium,0.2921719774757529,8.511587508895403,14.593279523127427
maize,2016,Kharif     ,Maharashtra,658330.0,2136362,1151.1,100889072.5,230415.5,2.413448276,Medium,1.22772300498565,12.347643819823004,18.429532189073488
maize,2016,Rabi       ,Maharashtra,344895.0,1084699,1151.1,52855158.75,120713.25,2.637857143,Medium,1.2913948113205242,11.701181461425966,17.78306589560016
maize,2016,Summer     ,Maharashtra,50200.0,107630,1151.1,7693150.0,17570.0,1.8748,Medium,1.0559831066121506,9.774005094757891,15.8558410104819
moong(green gram),2016,Kharif     ,Maharashtra,444267.0,260048,1151.1,68083917.75,155493.45,0.5925,Medium,0.4653051084641814,11.954365318646147,18.03625160153052
niger seed,2016,Kharif     ,Maharashtra,14052.0,2320,1151.1,2153469.0,4918.2,0.175263158,Medium,0.16149208677519167,8.50090119463926,14.58259105256896
other  rabi pulses,2016,Rabi       ,Maharashtra,122180.0,69160,1151.1,18724085.0,42763.0,0.511851852,Medium,0.41333529147536086,10.66345190613339,16.745321274427226
other cereals,2016,Kharif     ,Maharashtra,44130.0,24148,1151.1,6762922.5,15445.5,0.484230769,Medium,0.39489663737256464,9.645137719445632,15.72696582494497
other cereals,2016,Rabi       ,Maharashtra,10612.0,4166,1151.1,1626289.0,3714.2,0.437058824,Medium,0.36259854154089927,8.220187791503573,14.301811904970622
other cereals,2016,Summer     ,Maharashtra,29240.0,44420,1151.1,4481030.0,10234.0,1.669230769,Medium,0.9817903294048214,9.23356849809539,15.31536371184299
other kharif pulses,2016,Kharif     ,Maharashtra,87140.0,40031,1151.1,13354205.0,30499.0,0.476896552,Medium,0.38994296182759053,10.325481962595504,16.407341949370533
other summer pulses,2016,Summer     ,Maharashtra,2170.0,1443,1151.1,332552.5,759.5,0.68875,Medium,0.5239886102922715,6.633976111699347,12.714556028390305
ragi,2016,Kharif     ,Maharashtra,92825.0,111073,1151.1,14225431.25,32488.75,1.089285714,Medium,0.7368222439258548,10.388679933958256,16.470541924158237
rapeseed &mustard,2016,Rabi       ,Maharashtra,9233.0,3317,1151.1,1414957.25,3231.55,0.369615385,Medium,0.3145299595490243,8.081026578430485,14.162610583323831
rice,2016,Kharif     ,Maharashtra,1465730.0,3419021,1151.1,224623122.5,513005.5,1.664444444,Medium,0.9799955720963431,13.148043794637937,19.2299345491099
rice,2016,Summer     ,Maharashtra,69640.0,161900,1151.1,10672330.0,24374.0,2.369166667,Medium,1.2146654339636156,10.101313295866047,16.183165062398693
safflower,2016,Rabi       ,Maharashtra,75670.0,52430,1151.1,11596427.5,26484.5,0.672222222,Medium,0.514153413725775,10.184352692410963,16.26620772073834
sesamum,2016,Kharif     ,Maharashtra,29178.0,6786,1151.1,4471528.5,10212.3,0.2625,Medium,0.23309388216737786,9.23144607147352,15.31324107808531
sesamum,2016,Rabi       ,Maharashtra,2332.0,55588,1151.1,357379.0,816.2,32.58882353,Medium,3.514193378598805,6.705883862943467,12.786554920432652
sesamum,2016,Summer     ,Maharashtra,1984.0,409,1151.1,304048.0,694.4,0.188888889,Medium,0.17301916422509905,6.544487219573761,12.624944151610105
soyabean,2016,Kharif     ,Maharashtra,3840840.0,4586715,1151.1,588608730.0,1344294.0,1.27,Medium,0.8197798314933114,14.111380270027556,20.19327222715686
sugarcane,2016,Whole Year ,Maharashtra,633269.0,54236984,1151.1,97048474.25,221644.15,69.409,Medium,4.254321095902135,12.308832958589338,18.39072115648215
sunflower,2016,Kharif     ,Maharashtra,21076.0,5877,1151.1,3229897.0,7376.6,0.295,Medium,0.25851069515150105,8.906203661452441,14.987961115752846
sunflower,2016,Rabi       ,Maharashtra,37238.0,28440,1151.1,5706723.5,13033.3,0.789130435,Medium,0.5817297113154358,9.475339623352932,15.557155774304203
sunflower,2016,Summer     ,Maharashtra,680.0,869,1151.1,104210.0,238.0,0.804,Medium,0.5900064216404319,5.476463551931511,11.554172968948492
tobacco,2016,Whole Year ,Maharashtra,800.0,1100,1151.1,122600.0,280.0,1.38,Medium,0.8671004876833833,5.638354669333745,11.716690459057835
urad,2016,Kharif     ,Maharashtra,337944.0,183121,1151.1,51789918.0,118280.4,0.577878788,Medium,0.45608140578514716,11.68082181021696,17.762706074390355
wheat,2016,Rabi       ,Maharashtra,1272006.0,2214012,1151.1,194934919.5,445202.1,1.73483871,Medium,1.0060724615572971,13.006285861521908,19.08817631979845
other oilseeds,2016,Summer     ,Maharashtra,281.0,104,1151.1,43063.25,98.35,0.326,Medium,0.28216689176367077,4.598648968997826,10.670448465536966
arhar/tur,2016,Kharif     ,Manipur,533.0,603,2039.8,81682.25,186.55,1.128888889,Very High,0.7556001952586872,5.234045476527896,11.310604241469104
banana,2016,Whole Year ,Manipur,8194.0,109822,2039.8,1255730.5,2867.9,13.55111111,Very High,2.677667355650301,7.961683960023607,14.043228829272037
cashewnut,2016,Whole Year ,Manipur,31.0,19,2039.8,4750.75,10.85,0.585,Very High,0.46058440732924394,2.47232786758114,8.466268250230947
cowpea(lobia),2016,Kharif     ,Manipur,962.0,1090,2039.8,147426.5,336.7,1.15,Very High,0.7654678421395714,5.822157927391522,11.901091808500063
dry chillies,2016,Whole Year ,Manipur,359.0,2560,2039.8,55016.75,125.65,7.546666667,Very High,2.145541343423361,4.841427376447684,10.91541113942209
ginger,2016,Kharif     ,Manipur,5620.0,52433,2039.8,861265.0,1967.0,11.48111111,Very High,2.524216390228235,7.584773077612199,13.666158678786209
gram,2016,Rabi       ,Manipur,791.0,738,2039.8,121220.75,276.85,0.93,Very High,0.6575200029167941,5.62708139972593,11.705376791962694
groundnut,2016,Kharif     ,Manipur,3380.0,2986,2039.8,517985.0,1183.0,0.885555556,Very High,0.6342225021456257,7.076653815443951,13.157703493849356
maize,2016,Kharif     ,Manipur,19740.0,41800,2039.8,3025155.0,6909.0,2.102222222,Very High,1.1321187004863191,8.840724916761715,14.922473218365313
maize,2016,Rabi       ,Manipur,7060.0,17000,2039.8,1081945.0,2471.0,2.412222222,Very High,1.2273637570513862,7.812782818577581,13.89427182956458
masoor,2016,Rabi       ,Manipur,699.0,659,2039.8,107121.75,244.65,0.94,Very High,0.6626879730752367,5.503907758614657,11.581730652178921
moong(green gram),2016,Kharif     ,Manipur,451.0,496,2039.8,69115.75,157.85,1.094444444,Very High,0.7392883363455989,5.067960360715525,11.143552382696551
other  rabi pulses,2016,Rabi       ,Manipur,6320.0,5903,2039.8,968540.0,2212.0,0.931111111,Very High,0.6580955424434892,7.70210434005105,13.78354609443857
other kharif pulses,2016,Kharif     ,Manipur,1531.0,1717,2039.8,234625.75,535.85,1.138888889,Very High,0.7602864834495219,6.285718725880145,12.365751232571702
peas & beans (pulses),2016,Rabi       ,Manipur,18320.0,17031,2039.8,2807540.0,6412.0,0.925555556,Very High,0.6552145266221089,8.766082459148864,14.847819569228085
potato,2016,Whole Year ,Manipur,15250.0,126860,2039.8,2337062.5,5337.5,8.3,Very High,2.2300144001592104,8.582699993618357,14.66440578473936
rapeseed &mustard,2016,Rabi       ,Manipur,29130.0,24900,2039.8,4464172.5,10195.5,0.853333333,Very High,0.6169858194145251,9.229799803132401,15.311594648775456
rice,2016,Kharif     ,Manipur,244000.0,645600,2039.8,37393000.0,85400.0,2.313333333,Very High,1.1979547318997694,11.355113089309977,17.436994105834632
soyabean,2016,Kharif     ,Manipur,5100.0,4326,2039.8,781575.0,1785.0,0.845555556,Very High,0.612780346529803,7.487733761436444,13.569067672995661
sugarcane,2016,Whole Year ,Manipur,6000.0,348000,2039.8,919500.0,2100.0,54.38111111,Very High,4.01423858092183,7.650168700845001,13.731586410573502
turmeric,2016,Whole Year ,Manipur,2591.0,29892,2039.8,397070.75,906.85,11.78333333,Very High,2.5481422388843993,6.811079166716676,12.891872273818132
urad,2016,Kharif     ,Manipur,1443.0,1644,2039.8,221139.75,505.05,1.144444444,Very High,0.7628805183673666,6.22663547863491,12.306554655607329
wheat,2016,Rabi       ,Manipur,2250.0,5620,2039.8,344812.5,787.5,2.503333333,Very High,1.2537148961256026,6.670132406403093,12.750758970137461
arhar/tur,2016,Kharif     ,Mizoram,272.0,266,2626.8,41684.0,95.2,1.191428571,Very High,0.7845536466882297,4.566429357671661,10.637896630844713
arhar/tur,2016,Rabi       ,Mizoram,46.0,41,2626.8,7049.5,16.1,0.89,Very High,0.636576829071551,2.8390784635086144,8.860853815277284
cotton(lint),2016,Kharif     ,Mizoram,71.0,24,2626.8,10880.75,24.85,0.426666667,Very High,0.3553407211592406,3.2523106009544382,9.294842353063904
cowpea(lobia),2016,Kharif     ,Mizoram,1096.0,1233,2626.8,167962.0,383.6,1.1375,Very High,0.7596369218287782,5.952203833154679,12.031498996034188
cowpea(lobia),2016,Rabi       ,Mizoram,115.0,126,2626.8,17623.75,40.25,1.1525,Very High,0.7666299573197488,3.71965111278069,9.777059443182706
maize,2016,Kharif     ,Mizoram,5481.0,8443,2626.8,839963.25,1918.35,1.665,Very High,0.9802040576178078,7.559741866036994,13.641114610390005
maize,2016,Rabi       ,Mizoram,298.0,468,2626.8,45668.5,104.3,1.73,Very High,1.0043016091968684,4.6568134191399295,10.729185958013137
onion,2016,Rabi       ,Mizoram,35.0,127,2626.8,5363.75,12.25,3.63,Very High,1.5325568680981427,2.583997552432231,8.587605055656603
other  rabi pulses,2016,Rabi       ,Mizoram,1217.0,1964,2626.8,186505.25,425.95,1.76875,Very High,1.0183959548113086,6.0566669103536155,12.136220029568834
other kharif pulses,2016,Kharif     ,Mizoram,784.0,1144,2626.8,120148.0,274.4,1.33625,Very High,0.8485470797876355,5.618224586294555,11.696487918200308
potato,2016,Kharif     ,Mizoram,106.0,437,2626.8,16244.5,37.1,3.75,Very High,1.55814461804655,3.6402142821326553,9.695571226330685
potato,2016,Rabi       ,Mizoram,43.0,250,2626.8,6589.75,15.05,5.81,Very High,1.918392120161421,2.775708849576025,8.793422429822037
rapeseed &mustard,2016,Rabi       ,Mizoram,326.0,327,2626.8,49959.5,114.1,0.91,Very High,0.6471032420585384,4.745801315727837,10.81898797219584
rice,2016,Autumn     ,Mizoram,19602.0,23665,2626.8,3004006.5,6860.7,1.21125,Very High,0.793557966491858,8.833710503430337,14.915457788534152
rice,2016,Kharif     ,Mizoram,16862.0,36979,2626.8,2584101.5,5901.7,2.2325,Very High,1.1732558316638755,8.6831651523331,14.76488881028057
rice,2016,Rabi       ,Mizoram,394.0,872,2626.8,60380.5,137.9,2.21,Very High,1.1662709371419244,4.933754249760298,11.008438045615389
sesamum,2016,Kharif     ,Mizoram,850.0,572,2626.8,130262.5,297.5,0.7225,Very High,0.5437767239056766,5.698769932832657,11.777314601077665
soyabean,2016,Kharif     ,Mizoram,1019.0,1604,2626.8,156161.75,356.65,1.4825,Very High,0.9092661169371906,5.879554854554393,11.958654011635305
sugarcane,2016,Whole Year ,Mizoram,1588.0,50532,2626.8,243361.0,555.8,30.9975,Very High,3.4656577747478097,6.32220610902021,12.4023053257368
tapioca,2016,Kharif     ,Mizoram,164.0,1884,2626.8,25133.0,57.4,10.20666667,Very High,2.416508839609802,4.067315889834181,10.13197679017509
tobacco,2016,Whole Year ,Mizoram,222.0,203,2626.8,34021.5,77.7,0.69,Very High,0.5247285289349821,4.365643155423357,10.434777349434473
arhar/tur,2016,Kharif     ,Nagaland,3200.0,2890,1959.8,490400.0,1120.0,0.901818182,Very High,0.6428103664939538,7.02197642307216,13.102978702753772
bajra,2016,Kharif     ,Nagaland,690.0,700,1959.8,105742.5,241.5,0.995454545,Very High,0.6908718664950194,5.491001710377538,11.56877162929839
barley,2016,Rabi       ,Nagaland,540.0,560,1959.8,82755.0,189.0,1.028181818,Very High,0.7071397355564247,5.247024072160486,11.323651798163635
castor seed,2016,Kharif     ,Nagaland,340.0,230,1959.8,52105.0,119.0,0.624444444,Very High,0.4851658767118152,4.787491742782046,10.861035384258484
cotton(lint),2016,Kharif     ,Nagaland,130.0,80,1959.8,19922.5,45.5,0.615,Very High,0.47933495667461984,3.8394523125933104,9.899655218515903
cowpea(lobia),2016,Kharif     ,Nagaland,530.0,770,1959.8,81222.5,185.5,1.453333333,Very High,0.8974476439368057,5.2284312390838705,11.304959893146096
ginger,2016,Kharif     ,Nagaland,3860.0,35220,1959.8,591545.0,1351.0,9.126363636,Very High,2.315142284022818,7.20934025660291,13.290494727762235
gram,2016,Rabi       ,Nagaland,750.0,620,1959.8,114937.5,262.5,0.818181818,Very High,0.5978370006556204,5.574053367981417,11.65215248168947
groundnut,2016,Kharif     ,Nagaland,930.0,960,1959.8,142522.5,325.5,1.02,Very High,0.7030975114131134,5.788429948716486,11.867262177375009
horse-gram,2016,Kharif     ,Nagaland,500.0,530,1959.8,76625.0,175.0,1.040909091,Very High,0.7133953414344362,5.170483995038151,11.246691723724316
jowar,2016,Kharif     ,Nagaland,260.0,250,1959.8,39845.0,91.0,0.96,Very High,0.6729444732424258,4.5217885770490405,10.592777302768768
jute,2016,Kharif     ,Nagaland,3070.0,5850,1959.8,470477.5,1074.5,1.905,Very High,1.0664333903038747,6.980540948707785,13.061505540895462
linseed,2016,Rabi       ,Nagaland,5810.0,4710,1959.8,890382.5,2033.5,0.807272727,Very High,0.591818928279152,7.618005367441745,13.699407547774467
maize,2016,Kharif     ,Nagaland,63660.0,126040,1959.8,9755895.0,22281.0,1.98,Very High,1.091923300517313,10.011534456619263,16.093382378154526
maize,2016,Rabi       ,Nagaland,5300.0,10500,1959.8,812225.0,1855.0,1.978333333,Very High,1.0913638598313622,7.526178913346146,13.607533905541716
masoor,2016,Rabi       ,Nagaland,2080.0,1700,1959.8,318760.0,728.0,0.817777778,Very High,0.597614753960631,6.591673732008658,12.672196884663245
mesta,2016,Kharif     ,Nagaland,1880.0,2090,1959.8,288110.0,658.0,1.098181818,Very High,0.7410711687548732,6.490723534502507,12.571101101530825
moong(green gram),2016,Kharif     ,Nagaland,450.0,460,1959.8,68962.5,157.5,1.008888889,Very High,0.6975817776831208,5.065754593317335,11.141332658109956
niger seed,2016,Kharif     ,Nagaland,32650.0,36560,1959.8,5003612.5,11427.5,1.083636364,Very High,0.7341146192226883,9.343865514581173,15.425670909376482
niger seed,2016,Rabi       ,Nagaland,35430.0,33830,1959.8,5429647.5,12400.5,0.96,Very High,0.6729444732424258,9.425572712019056,15.50738495684984
other  rabi pulses,2016,Rabi       ,Nagaland,10000.0,12650,1959.8,1532500.0,3500.0,1.264444444,Very High,0.8173294502620885,8.160803920954665,14.242411599320839
other kharif pulses,2016,Kharif     ,Nagaland,10770.0,13110,1959.8,1650502.5,3769.5,1.203,Very High,0.7898200678202061,8.234962897642701,14.316590950842661
peas & beans (pulses),2016,Kharif     ,Nagaland,2350.0,3190,1959.8,360137.5,822.5,1.354,Very High,0.856116008838085,6.713563549617695,12.794243958667897
peas & beans (pulses),2016,Rabi       ,Nagaland,7200.0,7920,1959.8,1103400.0,2520.0,1.101818182,Very High,0.7428027710923113,7.83241092718792,13.913907786109707
potato,2016,Rabi       ,Nagaland,7480.0,74840,1959.8,1146310.0,2618.0,10.0,Very High,2.3978952727983707,7.870547844507712,13.952059518148832
ragi,2016,Kharif     ,Nagaland,330.0,320,1959.8,50572.5,115.5,1.001428571,Very High,0.6938612110794695,4.757891273005756,10.831183002673718
rapeseed &mustard,2016,Rabi       ,Nagaland,27400.0,27760,1959.8,4199050.0,9590.0,1.012727273,Very High,0.6994906546176217,9.16858043772795,15.250369105341559
rice,2016,Kharif     ,Nagaland,201860.0,491660,1959.8,30935045.0,70651.0,2.391818182,Very High,1.221366114488301,11.165521696275334,17.247400273934968
rice,2016,Rabi       ,Nagaland,4800.0,13400,1959.8,735600.0,1680.0,2.79,Very High,1.332366019094335,7.427144133408616,13.508443131145855
sesamum,2016,Kharif     ,Nagaland,3620.0,2200,1959.8,554765.0,1267.0,0.606363636,Very High,0.4739730133068621,7.145196134997171,13.226301682199564
small millets,2016,Kharif     ,Nagaland,8800.0,9880,1959.8,1348600.0,3080.0,1.12,Very High,0.7514160886839212,8.033009498596668,14.114578316792057
soyabean,2016,Kharif     ,Nagaland,24980.0,31410,1959.8,3828185.0,8743.0,1.245454545,Very High,0.8089079706331318,9.076123029856374,15.15790161971625
sugarcane,2016,Kharif     ,Nagaland,4420.0,192390,1959.8,677365.0,1547.0,43.71090909,Very High,3.800217523074291,7.344719054149673,13.425967026195908
sunflower,2016,Kharif     ,Nagaland,350.0,300,1959.8,53637.5,122.5,0.843333333,Very High,0.611575526685302,4.816241156068032,10.890022372798793
sunflower,2016,Rabi       ,Nagaland,2220.0,1360,1959.8,340215.0,777.0,0.616,Very High,0.4799539600989036,6.656726524178391,12.73733598899611
sweet potato,2016,Kharif     ,Nagaland,1770.0,15070,1959.8,271252.5,619.5,8.512727273,Very High,2.2526306149391875,6.430525604644662,12.510809086979368
